date,rf
20100308,0.00000
20100309,0.00000
20100310,0.00000
20100311,0.00000
20100312,0.00000
20100315,0.00000
20100316,0.00000
20100317,0.00000
20100318,0.00000
20100319,0.00000
20100322,0.00000
20100323,0.00000
20100324,0.00000
20100325,0.00000
20100326,0.00000
20100329,0.00000
20100330,0.00000
20100331,0.00000
20100401,0.00001
20100405,0.00001
20100406,0.00001
20100407,0.00001
20100408,0.00001
20100409,0.00001
20100412,0.00001
20100413,0.00001
20100414,0.00001
20100415,0.00001
20100416,0.00001
20100419,0.00001
20100420,0.00001
20100421,0.00001
20100422,0.00001
20100423,0.00001
20100426,0.00001
20100427,0.00001
20100428,0.00001
20100429,0.00001
20100430,0.00001
20100503,0.00001
20100504,0.00001
20100505,0.00001
20100506,0.00001
20100507,0.00001
20100510,0.00001
20100511,0.00001
20100512,0.00001
20100513,0.00001
20100514,0.00001
20100517,0.00001
20100518,0.00001
20100519,0.00001
20100520,0.00001
20100521,0.00001
20100524,0.00001
20100525,0.00001
20100526,0.00001
20100527,0.00001
20100528,0.00001
20100601,0.00001
20100602,0.00001
20100603,0.00001
20100604,0.00001
20100607,0.00001
20100608,0.00001
20100609,0.00001
20100610,0.00001
20100611,0.00001
20100614,0.00001
20100615,0.00001
20100616,0.00001
20100617,0.00001
20100618,0.00001
20100621,0.00001
20100622,0.00001
20100623,0.00001
20100624,0.00001
20100625,0.00001
20100628,0.00001
20100629,0.00001
20100630,0.00001
20100701,0.00001
20100702,0.00001
20100706,0.00001
20100707,0.00001
20100708,0.00001
20100709,0.00001
20100712,0.00001
20100713,0.00001
20100714,0.00001
20100715,0.00001
20100716,0.00001
20100719,0.00001
20100720,0.00001
20100721,0.00001
20100722,0.00001
20100723,0.00001
20100726,0.00001
20100727,0.00001
20100728,0.00001
20100729,0.00001
20100730,0.00001
20100802,0.00001
20100803,0.00001
20100804,0.00001
20100805,0.00001
20100806,0.00001
20100809,0.00001
20100810,0.00001
20100811,0.00001
20100812,0.00001
20100813,0.00001
20100816,0.00001
20100817,0.00001
20100818,0.00001
20100819,0.00001
20100820,0.00001
20100823,0.00001
20100824,0.00001
20100825,0.00001
20100826,0.00001
20100827,0.00001
20100830,0.00001
20100831,0.00001
20100901,0.00001
20100902,0.00001
20100903,0.00001
20100907,0.00001
20100908,0.00001
20100909,0.00001
20100910,0.00001
20100913,0.00001
20100914,0.00001
20100915,0.00001
20100916,0.00001
20100917,0.00001
20100920,0.00001
20100921,0.00001
20100922,0.00001
20100923,0.00001
20100924,0.00001
20100927,0.00001
20100928,0.00001
20100929,0.00001
20100930,0.00001
20101001,0.00001
20101004,0.00001
20101005,0.00001
20101006,0.00001
20101007,0.00001
20101008,0.00001
20101011,0.00001
20101012,0.00001
20101013,0.00001
20101014,0.00001
20101015,0.00001
20101018,0.00001
20101019,0.00001
20101020,0.00001
20101021,0.00001
20101022,0.00001
20101025,0.00001
20101026,0.00001
20101027,0.00001
20101028,0.00001
20101029,0.00001
20101101,0.00001
20101102,0.00001
20101103,0.00001
20101104,0.00001
20101105,0.00001
20101108,0.00001
20101109,0.00001
20101110,0.00001
20101111,0.00001
20101112,0.00001
20101115,0.00001
20101116,0.00001
20101117,0.00001
20101118,0.00001
20101119,0.00001
20101122,0.00001
20101123,0.00001
20101124,0.00001
20101126,0.00001
20101129,0.00001
20101130,0.00001
20101201,0.00001
20101202,0.00001
20101203,0.00001
20101206,0.00001
20101207,0.00001
20101208,0.00001
20101209,0.00001
20101210,0.00001
20101213,0.00001
20101214,0.00001
20101215,0.00001
20101216,0.00001
20101217,0.00001
20101220,0.00001
20101221,0.00001
20101222,0.00001
20101223,0.00001
20101227,0.00001
20101228,0.00001
20101229,0.00001
20101230,0.00001
20101231,0.00001
20110103,0.00000
20110104,0.00000
20110105,0.00000
20110106,0.00000
20110107,0.00000
20110110,0.00000
20110111,0.00000
20110112,0.00000
20110113,0.00000
20110114,0.00000
20110118,0.00000
20110119,0.00000
20110120,0.00000
20110121,0.00000
20110124,0.00000
20110125,0.00000
20110126,0.00000
20110127,0.00000
20110128,0.00000
20110131,0.00000
20110201,0.00001
20110202,0.00001
20110203,0.00001
20110204,0.00001
20110207,0.00001
20110208,0.00001
20110209,0.00001
20110210,0.00001
20110211,0.00001
20110214,0.00001
20110215,0.00001
20110216,0.00001
20110217,0.00001
20110218,0.00001
20110222,0.00001
20110223,0.00001
20110224,0.00001
20110225,0.00001
20110228,0.00001
20110301,0.00000
20110302,0.00000
20110303,0.00000
20110304,0.00000
20110307,0.00000
20110308,0.00000
20110309,0.00000
20110310,0.00000
20110311,0.00000
20110314,0.00000
20110315,0.00000
20110316,0.00000
20110317,0.00000
20110318,0.00000
20110321,0.00000
20110322,0.00000
20110323,0.00000
20110324,0.00000
20110325,0.00000
20110328,0.00000
20110329,0.00000
20110330,0.00000
20110331,0.00000
20110401,0.00000
20110404,0.00000
20110405,0.00000
20110406,0.00000
20110407,0.00000
20110408,0.00000
20110411,0.00000
20110412,0.00000
20110413,0.00000
20110414,0.00000
20110415,0.00000
20110418,0.00000
20110419,0.00000
20110420,0.00000
20110421,0.00000
20110425,0.00000
20110426,0.00000
20110427,0.00000
20110428,0.00000
20110429,0.00000
20110502,0.00000
20110503,0.00000
20110504,0.00000
20110505,0.00000
20110506,0.00000
20110509,0.00000
20110510,0.00000
20110511,0.00000
20110512,0.00000
20110513,0.00000
20110516,0.00000
20110517,0.00000
20110518,0.00000
20110519,0.00000
20110520,0.00000
20110523,0.00000
20110524,0.00000
20110525,0.00000
20110526,0.00000
20110527,0.00000
20110531,0.00000
20110601,0.00000
20110602,0.00000
20110603,0.00000
20110606,0.00000
20110607,0.00000
20110608,0.00000
20110609,0.00000
20110610,0.00000
20110613,0.00000
20110614,0.00000
20110615,0.00000
20110616,0.00000
20110617,0.00000
20110620,0.00000
20110621,0.00000
20110622,0.00000
20110623,0.00000
20110624,0.00000
20110627,0.00000
20110628,0.00000
20110629,0.00000
20110630,0.00000
20110701,0.00000
20110705,0.00000
20110706,0.00000
20110707,0.00000
20110708,0.00000
20110711,0.00000
20110712,0.00000
20110713,0.00000
20110714,0.00000
20110715,0.00000
20110718,0.00000
20110719,0.00000
20110720,0.00000
20110721,0.00000
20110722,0.00000
20110725,0.00000
20110726,0.00000
20110727,0.00000
20110728,0.00000
20110729,0.00000
20110801,0.00000
20110802,0.00000
20110803,0.00000
20110804,0.00000
20110805,0.00000
20110808,0.00000
20110809,0.00000
20110810,0.00000
20110811,0.00000
20110812,0.00000
20110815,0.00000
20110816,0.00000
20110817,0.00000
20110818,0.00000
20110819,0.00000
20110822,0.00000
20110823,0.00000
20110824,0.00000
20110825,0.00000
20110826,0.00000
20110829,0.00000
20110830,0.00000
20110831,0.00000
20110901,0.00000
20110902,0.00000
20110906,0.00000
20110907,0.00000
20110908,0.00000
20110909,0.00000
20110912,0.00000
20110913,0.00000
20110914,0.00000
20110915,0.00000
20110916,0.00000
20110919,0.00000
20110920,0.00000
20110921,0.00000
20110922,0.00000
20110923,0.00000
20110926,0.00000
20110927,0.00000
20110928,0.00000
20110929,0.00000
20110930,0.00000
20111003,0.00000
20111004,0.00000
20111005,0.00000
20111006,0.00000
20111007,0.00000
20111010,0.00000
20111011,0.00000
20111012,0.00000
20111013,0.00000
20111014,0.00000
20111017,0.00000
20111018,0.00000
20111019,0.00000
20111020,0.00000
20111021,0.00000
20111024,0.00000
20111025,0.00000
20111026,0.00000
20111027,0.00000
20111028,0.00000
20111031,0.00000
20111101,0.00000
20111102,0.00000
20111103,0.00000
20111104,0.00000
20111107,0.00000
20111108,0.00000
20111109,0.00000
20111110,0.00000
20111111,0.00000
20111114,0.00000
20111115,0.00000
20111116,0.00000
20111117,0.00000
20111118,0.00000
20111121,0.00000
20111122,0.00000
20111123,0.00000
20111125,0.00000
20111128,0.00000
20111129,0.00000
20111130,0.00000
20111201,0.00000
20111202,0.00000
20111205,0.00000
20111206,0.00000
20111207,0.00000
20111208,0.00000
20111209,0.00000
20111212,0.00000
20111213,0.00000
20111214,0.00000
20111215,0.00000
20111216,0.00000
20111219,0.00000
20111220,0.00000
20111221,0.00000
20111222,0.00000
20111223,0.00000
20111227,0.00000
20111228,0.00000
20111229,0.00000
20111230,0.00000
20120103,0.00000
20120104,0.00000
20120105,0.00000
20120106,0.00000
20120109,0.00000
20120110,0.00000
20120111,0.00000
20120112,0.00000
20120113,0.00000
20120117,0.00000
20120118,0.00000
20120119,0.00000
20120120,0.00000
20120123,0.00000
20120124,0.00000
20120125,0.00000
20120126,0.00000
20120127,0.00000
20120130,0.00000
20120131,0.00000
20120201,0.00000
20120202,0.00000
20120203,0.00000
20120206,0.00000
20120207,0.00000
20120208,0.00000
20120209,0.00000
20120210,0.00000
20120213,0.00000
20120214,0.00000
20120215,0.00000
20120216,0.00000
20120217,0.00000
20120221,0.00000
20120222,0.00000
20120223,0.00000
20120224,0.00000
20120227,0.00000
20120228,0.00000
20120229,0.00000
20120301,0.00000
20120302,0.00000
20120305,0.00000
20120306,0.00000
20120307,0.00000
20120308,0.00000
20120309,0.00000
20120312,0.00000
20120313,0.00000
20120314,0.00000
20120315,0.00000
20120316,0.00000
20120319,0.00000
20120320,0.00000
20120321,0.00000
20120322,0.00000
20120323,0.00000
20120326,0.00000
20120327,0.00000
20120328,0.00000
20120329,0.00000
20120330,0.00000
20120402,0.00000
20120403,0.00000
20120404,0.00000
20120405,0.00000
20120409,0.00000
20120410,0.00000
20120411,0.00000
20120412,0.00000
20120413,0.00000
20120416,0.00000
20120417,0.00000
20120418,0.00000
20120419,0.00000
20120420,0.00000
20120423,0.00000
20120424,0.00000
20120425,0.00000
20120426,0.00000
20120427,0.00000
20120430,0.00000
20120501,0.00000
20120502,0.00000
20120503,0.00000
20120504,0.00000
20120507,0.00000
20120508,0.00000
20120509,0.00000
20120510,0.00000
20120511,0.00000
20120514,0.00000
20120515,0.00000
20120516,0.00000
20120517,0.00000
20120518,0.00000
20120521,0.00000
20120522,0.00000
20120523,0.00000
20120524,0.00000
20120525,0.00000
20120529,0.00000
20120530,0.00000
20120531,0.00000
20120601,0.00000
20120604,0.00000
20120605,0.00000
20120606,0.00000
20120607,0.00000
20120608,0.00000
20120611,0.00000
20120612,0.00000
20120613,0.00000
20120614,0.00000
20120615,0.00000
20120618,0.00000
20120619,0.00000
20120620,0.00000
20120621,0.00000
20120622,0.00000
20120625,0.00000
20120626,0.00000
20120627,0.00000
20120628,0.00000
20120629,0.00000
20120702,0.00000
20120703,0.00000
20120705,0.00000
20120706,0.00000
20120709,0.00000
20120710,0.00000
20120711,0.00000
20120712,0.00000
20120713,0.00000
20120716,0.00000
20120717,0.00000
20120718,0.00000
20120719,0.00000
20120720,0.00000
20120723,0.00000
20120724,0.00000
20120725,0.00000
20120726,0.00000
20120727,0.00000
20120730,0.00000
20120731,0.00000
20120801,0.00000
20120802,0.00000
20120803,0.00000
20120806,0.00000
20120807,0.00000
20120808,0.00000
20120809,0.00000
20120810,0.00000
20120813,0.00000
20120814,0.00000
20120815,0.00000
20120816,0.00000
20120817,0.00000
20120820,0.00000
20120821,0.00000
20120822,0.00000
20120823,0.00000
20120824,0.00000
20120827,0.00000
20120828,0.00000
20120829,0.00000
20120830,0.00000
20120831,0.00000
20120904,0.00000
20120905,0.00000
20120906,0.00000
20120907,0.00000
20120910,0.00000
20120911,0.00000
20120912,0.00000
20120913,0.00000
20120914,0.00000
20120917,0.00000
20120918,0.00000
20120919,0.00000
20120920,0.00000
20120921,0.00000
20120924,0.00000
20120925,0.00000
20120926,0.00000
20120927,0.00000
20120928,0.00000
20121001,0.00000
20121002,0.00000
20121003,0.00000
20121004,0.00000
20121005,0.00000
20121008,0.00000
20121009,0.00000
20121010,0.00000
20121011,0.00000
20121012,0.00000
20121015,0.00000
20121016,0.00000
20121017,0.00000
20121018,0.00000
20121019,0.00000
20121022,0.00000
20121023,0.00000
20121024,0.00000
20121025,0.00000
20121026,0.00000
20121031,0.00000
20121101,0.00000
20121102,0.00000
20121105,0.00000
20121106,0.00000
20121107,0.00000
20121108,0.00000
20121109,0.00000
20121112,0.00000
20121113,0.00000
20121114,0.00000
20121115,0.00000
20121116,0.00000
20121119,0.00000
20121120,0.00000
20121121,0.00000
20121123,0.00000
20121126,0.00000
20121127,0.00000
20121128,0.00000
20121129,0.00000
20121130,0.00000
20121203,0.00001
20121204,0.00001
20121205,0.00001
20121206,0.00001
20121207,0.00001
20121210,0.00001
20121211,0.00001
20121212,0.00001
20121213,0.00001
20121214,0.00001
20121217,0.00001
20121218,0.00001
20121219,0.00001
20121220,0.00001
20121221,0.00001
20121224,0.00001
20121226,0.00001
20121227,0.00001
20121228,0.00001
20121231,0.00001
20130102,0.00000
20130103,0.00000
20130104,0.00000
20130107,0.00000
20130108,0.00000
20130109,0.00000
20130110,0.00000
20130111,0.00000
20130114,0.00000
20130115,0.00000
20130116,0.00000
20130117,0.00000
20130118,0.00000
20130122,0.00000
20130123,0.00000
20130124,0.00000
20130125,0.00000
20130128,0.00000
20130129,0.00000
20130130,0.00000
20130131,0.00000
20130201,0.00000
20130204,0.00000
20130205,0.00000
20130206,0.00000
20130207,0.00000
20130208,0.00000
20130211,0.00000
20130212,0.00000
20130213,0.00000
20130214,0.00000
20130215,0.00000
20130219,0.00000
20130220,0.00000
20130221,0.00000
20130222,0.00000
20130225,0.00000
20130226,0.00000
20130227,0.00000
20130228,0.00000
20130301,0.00000
20130304,0.00000
20130305,0.00000
20130306,0.00000
20130307,0.00000
20130308,0.00000
20130311,0.00000
20130312,0.00000
20130313,0.00000
20130314,0.00000
20130315,0.00000
20130318,0.00000
20130319,0.00000
20130320,0.00000
20130321,0.00000
20130322,0.00000
20130325,0.00000
20130326,0.00000
20130327,0.00000
20130328,0.00000
20130401,0.00000
20130402,0.00000
20130403,0.00000
20130404,0.00000
20130405,0.00000
20130408,0.00000
20130409,0.00000
20130410,0.00000
20130411,0.00000
20130412,0.00000
20130415,0.00000
20130416,0.00000
20130417,0.00000
20130418,0.00000
20130419,0.00000
20130422,0.00000
20130423,0.00000
20130424,0.00000
20130425,0.00000
20130426,0.00000
20130429,0.00000
20130430,0.00000
20130501,0.00000
20130502,0.00000
20130503,0.00000
20130506,0.00000
20130507,0.00000
20130508,0.00000
20130509,0.00000
20130510,0.00000
20130513,0.00000
20130514,0.00000
20130515,0.00000
20130516,0.00000
20130517,0.00000
20130520,0.00000
20130521,0.00000
20130522,0.00000
20130523,0.00000
20130524,0.00000
20130528,0.00000
20130529,0.00000
20130530,0.00000
20130531,0.00000
20130603,0.00000
20130604,0.00000
20130605,0.00000
20130606,0.00000
20130607,0.00000
20130610,0.00000
20130611,0.00000
20130612,0.00000
20130613,0.00000
20130614,0.00000
20130617,0.00000
20130618,0.00000
20130619,0.00000
20130620,0.00000
20130621,0.00000
20130624,0.00000
20130625,0.00000
20130626,0.00000
20130627,0.00000
20130628,0.00000
20130701,0.00000
20130702,0.00000
20130703,0.00000
20130705,0.00000
20130708,0.00000
20130709,0.00000
20130710,0.00000
20130711,0.00000
20130712,0.00000
20130715,0.00000
20130716,0.00000
20130717,0.00000
20130718,0.00000
20130719,0.00000
20130722,0.00000
20130723,0.00000
20130724,0.00000
20130725,0.00000
20130726,0.00000
20130729,0.00000
20130730,0.00000
20130731,0.00000
20130801,0.00000
20130802,0.00000
20130805,0.00000
20130806,0.00000
20130807,0.00000
20130808,0.00000
20130809,0.00000
20130812,0.00000
20130813,0.00000
20130814,0.00000
20130815,0.00000
20130816,0.00000
20130819,0.00000
20130820,0.00000
20130821,0.00000
20130822,0.00000
20130823,0.00000
20130826,0.00000
20130827,0.00000
20130828,0.00000
20130829,0.00000
20130830,0.00000
20130903,0.00000
20130904,0.00000
20130905,0.00000
20130906,0.00000
20130909,0.00000
20130910,0.00000
20130911,0.00000
20130912,0.00000
20130913,0.00000
20130916,0.00000
20130917,0.00000
20130918,0.00000
20130919,0.00000
20130920,0.00000
20130923,0.00000
20130924,0.00000
20130925,0.00000
20130926,0.00000
20130927,0.00000
20130930,0.00000
20131001,0.00000
20131002,0.00000
20131003,0.00000
20131004,0.00000
20131007,0.00000
20131008,0.00000
20131009,0.00000
20131010,0.00000
20131011,0.00000
20131014,0.00000
20131015,0.00000
20131016,0.00000
20131017,0.00000
20131018,0.00000
20131021,0.00000
20131022,0.00000
20131023,0.00000
20131024,0.00000
20131025,0.00000
20131028,0.00000
20131029,0.00000
20131030,0.00000
20131031,0.00000
20131101,0.00000
20131104,0.00000
20131105,0.00000
20131106,0.00000
20131107,0.00000
20131108,0.00000
20131111,0.00000
20131112,0.00000
20131113,0.00000
20131114,0.00000
20131115,0.00000
20131118,0.00000
20131119,0.00000
20131120,0.00000
20131121,0.00000
20131122,0.00000
20131125,0.00000
20131126,0.00000
20131127,0.00000
20131129,0.00000
20131202,0.00000
20131203,0.00000
20131204,0.00000
20131205,0.00000
20131206,0.00000
20131209,0.00000
20131210,0.00000
20131211,0.00000
20131212,0.00000
20131213,0.00000
20131216,0.00000
20131217,0.00000
20131218,0.00000
20131219,0.00000
20131220,0.00000
20131223,0.00000
20131224,0.00000
20131226,0.00000
20131227,0.00000
20131230,0.00000
20131231,0.00000
20140102,0.00000
20140103,0.00000
20140106,0.00000
20140107,0.00000
20140108,0.00000
20140109,0.00000
20140110,0.00000
20140113,0.00000
20140114,0.00000
20140115,0.00000
20140116,0.00000
20140117,0.00000
20140121,0.00000
20140122,0.00000
20140123,0.00000
20140124,0.00000
20140127,0.00000
20140128,0.00000
20140129,0.00000
20140130,0.00000
20140131,0.00000
20140203,0.00000
20140204,0.00000
20140205,0.00000
20140206,0.00000
20140207,0.00000
20140210,0.00000
20140211,0.00000
20140212,0.00000
20140213,0.00000
20140214,0.00000
20140218,0.00000
20140219,0.00000
20140220,0.00000
20140221,0.00000
20140224,0.00000
20140225,0.00000
20140226,0.00000
20140227,0.00000
20140228,0.00000
20140303,0.00000
20140304,0.00000
20140305,0.00000
20140306,0.00000
20140307,0.00000
20140310,0.00000
20140311,0.00000
20140312,0.00000
20140313,0.00000
20140314,0.00000
20140317,0.00000
20140318,0.00000
20140319,0.00000
20140320,0.00000
20140321,0.00000
20140324,0.00000
20140325,0.00000
20140326,0.00000
20140327,0.00000
20140328,0.00000
20140331,0.00000
20140401,0.00000
20140402,0.00000
20140403,0.00000
20140404,0.00000
20140407,0.00000
20140408,0.00000
20140409,0.00000
20140410,0.00000
20140411,0.00000
20140414,0.00000
20140415,0.00000
20140416,0.00000
20140417,0.00000
20140421,0.00000
20140422,0.00000
20140423,0.00000
20140424,0.00000
20140425,0.00000
20140428,0.00000
20140429,0.00000
20140430,0.00000
20140501,0.00000
20140502,0.00000
20140505,0.00000
20140506,0.00000
20140507,0.00000
20140508,0.00000
20140509,0.00000
20140512,0.00000
20140513,0.00000
20140514,0.00000
20140515,0.00000
20140516,0.00000
20140519,0.00000
20140520,0.00000
20140521,0.00000
20140522,0.00000
20140523,0.00000
20140527,0.00000
20140528,0.00000
20140529,0.00000
20140530,0.00000
20140602,0.00000
20140603,0.00000
20140604,0.00000
20140605,0.00000
20140606,0.00000
20140609,0.00000
20140610,0.00000
20140611,0.00000
20140612,0.00000
20140613,0.00000
20140616,0.00000
20140617,0.00000
20140618,0.00000
20140619,0.00000
20140620,0.00000
20140623,0.00000
20140624,0.00000
20140625,0.00000
20140626,0.00000
20140627,0.00000
20140630,0.00000
20140701,0.00000
20140702,0.00000
20140703,0.00000
20140707,0.00000
20140708,0.00000
20140709,0.00000
20140710,0.00000
20140711,0.00000
20140714,0.00000
20140715,0.00000
20140716,0.00000
20140717,0.00000
20140718,0.00000
20140721,0.00000
20140722,0.00000
20140723,0.00000
20140724,0.00000
20140725,0.00000
20140728,0.00000
20140729,0.00000
20140730,0.00000
20140731,0.00000
20140801,0.00000
20140804,0.00000
20140805,0.00000
20140806,0.00000
20140807,0.00000
20140808,0.00000
20140811,0.00000
20140812,0.00000
20140813,0.00000
20140814,0.00000
20140815,0.00000
20140818,0.00000
20140819,0.00000
20140820,0.00000
20140821,0.00000
20140822,0.00000
20140825,0.00000
20140826,0.00000
20140827,0.00000
20140828,0.00000
20140829,0.00000
20140902,0.00000
20140903,0.00000
20140904,0.00000
20140905,0.00000
20140908,0.00000
20140909,0.00000
20140910,0.00000
20140911,0.00000
20140912,0.00000
20140915,0.00000
20140916,0.00000
20140917,0.00000
20140918,0.00000
20140919,0.00000
20140922,0.00000
20140923,0.00000
20140924,0.00000
20140925,0.00000
20140926,0.00000
20140929,0.00000
20140930,0.00000
20141001,0.00000
20141002,0.00000
20141003,0.00000
20141006,0.00000
20141007,0.00000
20141008,0.00000
20141009,0.00000
20141010,0.00000
20141013,0.00000
20141014,0.00000
20141015,0.00000
20141016,0.00000
20141017,0.00000
20141020,0.00000
20141021,0.00000
20141022,0.00000
20141023,0.00000
20141024,0.00000
20141027,0.00000
20141028,0.00000
20141029,0.00000
20141030,0.00000
20141031,0.00000
20141103,0.00000
20141104,0.00000
20141105,0.00000
20141106,0.00000
20141107,0.00000
20141110,0.00000
20141111,0.00000
20141112,0.00000
20141113,0.00000
20141114,0.00000
20141117,0.00000
20141118,0.00000
20141119,0.00000
20141120,0.00000
20141121,0.00000
20141124,0.00000
20141125,0.00000
20141126,0.00000
20141128,0.00000
20141201,0.00000
20141202,0.00000
20141203,0.00000
20141204,0.00000
20141205,0.00000
20141208,0.00000
20141209,0.00000
20141210,0.00000
20141211,0.00000
20141212,0.00000
20141215,0.00000
20141216,0.00000
20141217,0.00000
20141218,0.00000
20141219,0.00000
20141222,0.00000
20141223,0.00000
20141224,0.00000
20141226,0.00000
20141229,0.00000
20141230,0.00000
20141231,0.00000
20150102,0.00000
20150105,0.00000
20150106,0.00000
20150107,0.00000
20150108,0.00000
20150109,0.00000
20150112,0.00000
20150113,0.00000
20150114,0.00000
20150115,0.00000
20150116,0.00000
20150120,0.00000
20150121,0.00000
20150122,0.00000
20150123,0.00000
20150126,0.00000
20150127,0.00000
20150128,0.00000
20150129,0.00000
20150130,0.00000
20150202,0.00000
20150203,0.00000
20150204,0.00000
20150205,0.00000
20150206,0.00000
20150209,0.00000
20150210,0.00000
20150211,0.00000
20150212,0.00000
20150213,0.00000
20150217,0.00000
20150218,0.00000
20150219,0.00000
20150220,0.00000
20150223,0.00000
20150224,0.00000
20150225,0.00000
20150226,0.00000
20150227,0.00000
20150302,0.00000
20150303,0.00000
20150304,0.00000
20150305,0.00000
20150306,0.00000
20150309,0.00000
20150310,0.00000
20150311,0.00000
20150312,0.00000
20150313,0.00000
20150316,0.00000
20150317,0.00000
20150318,0.00000
20150319,0.00000
20150320,0.00000
20150323,0.00000
20150324,0.00000
20150325,0.00000
20150326,0.00000
20150327,0.00000
20150330,0.00000
20150331,0.00000
20150401,0.00000
20150402,0.00000
20150406,0.00000
20150407,0.00000
20150408,0.00000
20150409,0.00000
20150410,0.00000
20150413,0.00000
20150414,0.00000
20150415,0.00000
20150416,0.00000
20150417,0.00000
20150420,0.00000
20150421,0.00000
20150422,0.00000
20150423,0.00000
20150424,0.00000
20150427,0.00000
20150428,0.00000
20150429,0.00000
20150430,0.00000
20150501,0.00000
20150504,0.00000
20150505,0.00000
20150506,0.00000
20150507,0.00000
20150508,0.00000
20150511,0.00000
20150512,0.00000
20150513,0.00000
20150514,0.00000
20150515,0.00000
20150518,0.00000
20150519,0.00000
20150520,0.00000
20150521,0.00000
20150522,0.00000
20150526,0.00000
20150527,0.00000
20150528,0.00000
20150529,0.00000
20150601,0.00000
20150602,0.00000
20150603,0.00000
20150604,0.00000
20150605,0.00000
20150608,0.00000
20150609,0.00000
20150610,0.00000
20150611,0.00000
20150612,0.00000
20150615,0.00000
20150616,0.00000
20150617,0.00000
20150618,0.00000
20150619,0.00000
20150622,0.00000
20150623,0.00000
20150624,0.00000
20150625,0.00000
20150626,0.00000
20150629,0.00000
20150630,0.00000
20150701,0.00000
20150702,0.00000
20150706,0.00000
20150707,0.00000
20150708,0.00000
20150709,0.00000
20150710,0.00000
20150713,0.00000
20150714,0.00000
20150715,0.00000
20150716,0.00000
20150717,0.00000
20150720,0.00000
20150721,0.00000
20150722,0.00000
20150723,0.00000
20150724,0.00000
20150727,0.00000
20150728,0.00000
20150729,0.00000
20150730,0.00000
20150731,0.00000
20150803,0.00000
20150804,0.00000
20150805,0.00000
20150806,0.00000
20150807,0.00000
20150810,0.00000
20150811,0.00000
20150812,0.00000
20150813,0.00000
20150814,0.00000
20150817,0.00000
20150818,0.00000
20150819,0.00000
20150820,0.00000
20150821,0.00000
20150824,0.00000
20150825,0.00000
20150826,0.00000
20150827,0.00000
20150828,0.00000
20150831,0.00000
20150901,0.00000
20150902,0.00000
20150903,0.00000
20150904,0.00000
20150908,0.00000
20150909,0.00000
20150910,0.00000
20150911,0.00000
20150914,0.00000
20150915,0.00000
20150916,0.00000
20150917,0.00000
20150918,0.00000
20150921,0.00000
20150922,0.00000
20150923,0.00000
20150924,0.00000
20150925,0.00000
20150928,0.00000
20150929,0.00000
20150930,0.00000
20151001,0.00000
20151002,0.00000
20151005,0.00000
20151006,0.00000
20151007,0.00000
20151008,0.00000
20151009,0.00000
20151012,0.00000
20151013,0.00000
20151014,0.00000
20151015,0.00000
20151016,0.00000
20151019,0.00000
20151020,0.00000
20151021,0.00000
20151022,0.00000
20151023,0.00000
20151026,0.00000
20151027,0.00000
20151028,0.00000
20151029,0.00000
20151030,0.00000
20151102,0.00000
20151103,0.00000
20151104,0.00000
20151105,0.00000
20151106,0.00000
20151109,0.00000
20151110,0.00000
20151111,0.00000
20151112,0.00000
20151113,0.00000
20151116,0.00000
20151117,0.00000
20151118,0.00000
20151119,0.00000
20151120,0.00000
20151123,0.00000
20151124,0.00000
20151125,0.00000
20151127,0.00000
20151130,0.00000
20151201,0.00000
20151202,0.00000
20151203,0.00000
20151204,0.00000
20151207,0.00000
20151208,0.00000
20151209,0.00000
20151210,0.00000
20151211,0.00000
20151214,0.00000
20151215,0.00000
20151216,0.00000
20151217,0.00000
20151218,0.00000
20151221,0.00000
20151222,0.00000
20151223,0.00000
20151224,0.00000
20151228,0.00000
20151229,0.00000
20151230,0.00000
20151231,0.00000
20160104,0.00000
20160105,0.00000
20160106,0.00000
20160107,0.00000
20160108,0.00000
20160111,0.00000
20160112,0.00000
20160113,0.00000
20160114,0.00000
20160115,0.00000
20160119,0.00000
20160120,0.00000
20160121,0.00000
20160122,0.00000
20160125,0.00000
20160126,0.00000
20160127,0.00000
20160128,0.00000
20160129,0.00000
20160201,0.00001
20160202,0.00001
20160203,0.00001
20160204,0.00001
20160205,0.00001
20160208,0.00001
20160209,0.00001
20160210,0.00001
20160211,0.00001
20160212,0.00001
20160216,0.00001
20160217,0.00001
20160218,0.00001
20160219,0.00001
20160222,0.00001
20160223,0.00001
20160224,0.00001
20160225,0.00001
20160226,0.00001
20160229,0.00001
20160301,0.00001
20160302,0.00001
20160303,0.00001
20160304,0.00001
20160307,0.00001
20160308,0.00001
20160309,0.00001
20160310,0.00001
20160311,0.00001
20160314,0.00001
20160315,0.00001
20160316,0.00001
20160317,0.00001
20160318,0.00001
20160321,0.00001
20160322,0.00001
20160323,0.00001
20160324,0.00001
20160328,0.00001
20160329,0.00001
20160330,0.00001
20160331,0.00001
20160401,0.00000
20160404,0.00000
20160405,0.00000
20160406,0.00000
20160407,0.00000
20160408,0.00000
20160411,0.00000
20160412,0.00000
20160413,0.00000
20160414,0.00000
20160415,0.00000
20160418,0.00000
20160419,0.00000
20160420,0.00000
20160421,0.00000
20160422,0.00000
20160425,0.00000
20160426,0.00000
20160427,0.00000
20160428,0.00000
20160429,0.00000
20160502,0.00001
20160503,0.00001
20160504,0.00001
20160505,0.00001
20160506,0.00001
20160509,0.00001
